age,sex,body_type,height,job,lives_in_san_francisco,religious,sign,age_grouped
27,f,thin,63.0,rather not say,False,False,aries,25.0
39,f,fit,63.0,other,False,False,virgo,35.0
47,f,fit,66.0,artistic / musical / writer,False,False,virgo,45.0
33,m,athletic,70.0,science / tech / engineering,False,True,taurus,30.0
38,m,athletic,70.0,artistic / musical / writer,True,False,pisces,35.0
42,f,fit,67.0,sales / marketing / biz dev,True,True,leo,40.0
42,m,fit,70.0,entertainment / media,True,True,capricorn,40.0
21,f,fit,68.0,not specified,False,False,libra,20.0
35,m,fit,73.0,computer / hardware / software,False,True,leo,35.0
38,f,fit,64.0,science / tech / engineering,True,False,aries,35.0
34,f,thin,64.0,artistic / musical / writer,True,False,taurus,30.0
27,m,fit,71.0,transportation,False,True,virgo,25.0
29,m,thin,71.0,sales / marketing / biz dev,True,False,virgo,25.0
27,f,curvy,62.0,artistic / musical / writer,True,True,sagittarius,25.0
23,m,fit,67.0,artistic / musical / writer,True,False,leo,20.0
33,m,a little extra,67.0,other,False,True,aquarius,30.0
25,m,average,70.0,banking / financial / real estate,True,True,aries,25.0
31,f,rather not say,66.0,other,True,False,cancer,30.0
24,f,average,72.0,unemployed,True,False,taurus,20.0
49,m,average,70.0,not specified,False,True,cancer,45.0
23,m,overweight,72.0,student,True,False,leo,20.0
23,f,full figured,66.0,sales / marketing / biz dev,False,False,capricorn,20.0
22,f,rather not say,63.0,not specified,True,False,taurus,20.0
48,m,fit,70.0,banking / financial / real estate,True,True,scorpio,45.0
27,m,fit,71.0,student,False,True,unknown,25.0
30,m,rather not say,68.0,science / tech / engineering,True,True,libra,30.0
59,m,fit,64.0,education / academia,False,False,scorpio,55.0
27,m,average,70.0,sales / marketing / biz dev,True,False,aries,25.0
24,m,fit,68.0,computer / hardware / software,True,False,gemini,20.0
32,f,rather not say,69.0,not specified,True,False,unknown,30.0
24,m,fit,74.0,not specified,True,False,unknown,20.0
32,m,used up,72.0,retired,True,True,aquarius,30.0
30,m,athletic,75.0,military,True,True,leo,30.0
40,f,curvy,65.0,executive / management,False,False,sagittarius,40.0
18,m,athletic,73.0,student,False,False,aries,15.0
29,m,athletic,69.0,not specified,False,False,pisces,25.0
32,f,athletic,62.0,sales / marketing / biz dev,False,True,scorpio,30.0
27,f,thin,64.0,entertainment / media,False,True,capricorn,25.0
56,f,curvy,68.0,medicine / health,True,True,libra,55.0
35,m,athletic,70.0,not specified,False,True,virgo,35.0
20,m,athletic,67.0,artistic / musical / writer,False,True,pisces,20.0
30,m,fit,72.0,other,True,False,gemini,30.0
43,m,average,69.0,computer / hardware / software,True,True,leo,40.0
27,m,athletic,68.0,not specified,True,True,scorpio,25.0
30,m,average,71.0,medicine / health,True,False,aquarius,30.0
58,m,rather not say,72.0,artistic / musical / writer,False,True,virgo,55.0
31,m,athletic,68.0,medicine / health,True,False,unknown,30.0
34,m,rather not say,72.0,other,False,True,libra,30.0
41,m,average,75.0,military,True,True,cancer,40.0
27,f,average,67.0,student,True,False,scorpio,25.0
37,m,average,68.0,executive / management,True,False,cancer,35.0
35,f,thin,67.0,entertainment / media,True,False,leo,35.0
26,m,fit,73.0,not specified,False,False,cancer,25.0
28,m,athletic,72.0,construction / craftsmanship,True,True,sagittarius,25.0
32,m,average,76.0,banking / financial / real estate,True,False,taurus,30.0
38,f,athletic,68.0,banking / financial / real estate,True,True,capricorn,35.0
42,m,athletic,72.0,other,True,False,cancer,40.0
25,m,fit,67.0,other,False,False,libra,25.0
34,f,average,66.0,executive / management,True,False,taurus,30.0
46,m,fit,71.0,sales / marketing / biz dev,True,False,pisces,45.0
31,m,average,69.0,executive / management,True,False,capricorn,30.0
26,f,curvy,64.0,student,True,True,taurus,25.0
37,m,fit,75.0,transportation,True,True,aquarius,35.0
28,f,athletic,69.0,other,True,False,aries,25.0
21,m,average,67.0,not specified,True,True,scorpio,20.0
50,m,average,70.0,entertainment / media,True,True,cancer,50.0
24,f,average,71.0,not specified,False,False,virgo,20.0
24,m,rather not say,74.0,computer / hardware / software,True,True,aries,20.0
32,m,average,69.0,construction / craftsmanship,True,False,aquarius,30.0
50,m,fit,68.0,science / tech / engineering,True,True,gemini,50.0
33,f,skinny,60.0,not specified,True,False,unknown,30.0
38,m,average,68.0,not specified,True,False,sagittarius,35.0
49,m,athletic,70.0,artistic / musical / writer,True,True,aquarius,45.0
35,m,athletic,70.0,entertainment / media,True,False,gemini,35.0
20,f,curvy,60.0,not specified,True,False,leo,20.0
22,m,athletic,67.0,not specified,True,True,leo,20.0
32,m,curvy,83.0,other,False,True,aries,30.0
25,m,skinny,70.0,rather not say,False,False,aquarius,25.0
26,f,a little extra,59.0,other,True,False,gemini,25.0
23,m,average,71.0,artistic / musical / writer,True,False,sagittarius,20.0
43,m,thin,77.0,law / legal services,True,False,unknown,40.0
28,m,athletic,69.0,medicine / health,True,False,scorpio,25.0
44,m,athletic,76.0,other,False,False,aquarius,40.0
22,m,thin,71.0,student,False,False,unknown,20.0
31,f,fit,68.0,not specified,True,False,unknown,30.0
65,m,rather not say,70.0,education / academia,True,False,aquarius,65.0
36,f,curvy,70.0,medicine / health,False,False,taurus,35.0
35,f,thin,62.0,sales / marketing / biz dev,True,True,unknown,35.0
40,f,curvy,70.0,artistic / musical / writer,False,True,scorpio,40.0
30,f,curvy,66.0,artistic / musical / writer,True,False,sagittarius,30.0
26,m,thin,72.0,not specified,True,True,gemini,25.0
23,m,fit,73.0,other,True,False,sagittarius,20.0
27,m,rather not say,68.0,education / academia,False,True,virgo,25.0
36,m,average,72.0,entertainment / media,False,False,leo,35.0
41,f,fit,66.0,other,True,True,cancer,40.0
45,m,athletic,70.0,banking / financial / real estate,False,False,aquarius,45.0
48,m,average,68.0,not specified,False,False,cancer,45.0
26,m,average,76.0,political / government,False,False,aquarius,25.0
23,m,fit,67.0,artistic / musical / writer,True,False,libra,20.0
28,f,average,68.0,not specified,False,True,sagittarius,25.0
29,m,average,74.0,other,False,True,libra,25.0
42,f,rather not say,67.0,education / academia,True,True,pisces,40.0
33,f,thin,60.0,hospitality / travel,False,True,virgo,30.0
52,m,a little extra,70.0,other,False,True,pisces,50.0
25,m,athletic,63.0,sales / marketing / biz dev,False,True,pisces,25.0
61,m,fit,68.0,medicine / health,False,True,gemini,60.0
28,m,average,71.0,sales / marketing / biz dev,True,True,leo,25.0
35,m,average,73.0,student,True,True,virgo,35.0
34,m,fit,72.0,sales / marketing / biz dev,False,False,libra,30.0
59,f,thin,68.0,not specified,False,True,unknown,55.0
31,m,athletic,77.0,artistic / musical / writer,False,True,cancer,30.0
19,m,a little extra,73.0,other,False,False,gemini,15.0
29,f,athletic,68.0,education / academia,False,False,gemini,25.0
55,f,curvy,66.0,other,False,False,gemini,55.0
45,m,average,65.0,science / tech / engineering,False,True,scorpio,45.0
49,f,average,69.0,not specified,False,True,gemini,45.0
21,m,skinny,71.0,computer / hardware / software,False,True,unknown,20.0
27,f,curvy,61.0,sales / marketing / biz dev,True,True,cancer,25.0
24,f,rather not say,68.0,not specified,True,False,cancer,20.0
25,f,skinny,63.0,executive / management,False,False,sagittarius,25.0
44,f,thin,63.0,artistic / musical / writer,True,False,aries,40.0
52,m,athletic,72.0,other,False,False,aquarius,50.0
30,f,fit,66.0,sales / marketing / biz dev,True,True,pisces,30.0
58,f,curvy,64.0,executive / management,False,True,aquarius,55.0
33,f,average,63.0,other,True,True,cancer,30.0
44,f,fit,68.0,executive / management,True,True,sagittarius,40.0
31,f,fit,69.0,medicine / health,True,False,unknown,30.0
38,f,curvy,67.0,science / tech / engineering,True,False,aquarius,35.0
47,f,average,63.0,executive / management,False,True,sagittarius,45.0
29,m,thin,74.0,science / tech / engineering,True,False,gemini,25.0
28,m,fit,68.0,science / tech / engineering,True,False,virgo,25.0
40,f,athletic,67.0,artistic / musical / writer,True,False,libra,40.0
64,f,average,67.0,other,False,True,unknown,60.0
52,f,average,63.0,executive / management,False,True,scorpio,50.0
37,m,athletic,64.0,computer / hardware / software,True,True,unknown,35.0
33,f,curvy,67.0,other,True,True,leo,30.0
58,m,thin,72.0,not specified,False,False,virgo,55.0
43,m,athletic,72.0,other,True,False,taurus,40.0
27,m,athletic,65.0,computer / hardware / software,False,False,unknown,25.0
57,f,a little extra,68.0,hospitality / travel,False,True,libra,55.0
64,f,athletic,69.0,banking / financial / real estate,False,True,unknown,60.0
41,m,full figured,69.0,computer / hardware / software,True,True,scorpio,40.0
35,m,fit,74.0,executive / management,False,True,cancer,35.0
26,m,average,73.0,medicine / health,True,True,taurus,25.0
52,m,a little extra,72.0,not specified,False,True,cancer,50.0
45,f,curvy,63.0,medicine / health,True,True,aquarius,45.0
24,f,average,68.0,executive / management,True,True,capricorn,20.0
26,m,average,68.0,medicine / health,False,True,leo,25.0
25,m,rather not say,75.0,other,False,True,unknown,25.0
35,m,fit,73.0,not specified,False,False,unknown,35.0
25,f,fit,68.0,sales / marketing / biz dev,True,True,cancer,25.0
33,m,athletic,67.0,science / tech / engineering,True,False,unknown,30.0
41,m,average,73.0,entertainment / media,True,True,taurus,40.0
26,f,skinny,64.0,banking / financial / real estate,False,True,virgo,25.0
27,m,a little extra,71.0,hospitality / travel,True,False,aquarius,25.0
25,f,fit,64.0,sales / marketing / biz dev,False,True,pisces,25.0
39,f,athletic,63.0,sales / marketing / biz dev,True,True,scorpio,35.0
35,m,athletic,71.0,law / legal services,False,True,unknown,35.0
30,f,curvy,64.0,education / academia,False,True,leo,30.0
21,m,athletic,74.0,other,False,False,unknown,20.0
48,f,fit,69.0,student,False,False,libra,45.0
25,m,a little extra,73.0,other,False,False,cancer,25.0
27,m,athletic,71.0,other,False,False,scorpio,25.0
20,m,average,73.0,not specified,False,False,unknown,20.0
31,m,thin,74.0,construction / craftsmanship,False,True,aries,30.0
37,f,full figured,68.0,medicine / health,False,False,libra,35.0
55,f,curvy,64.0,education / academia,False,True,aquarius,55.0
37,f,athletic,65.0,other,False,True,virgo,35.0
24,m,average,74.0,sales / marketing / biz dev,False,False,sagittarius,20.0
32,f,average,64.0,law / legal services,False,True,virgo,30.0
18,m,average,70.0,military,False,True,capricorn,15.0
19,m,fit,75.0,student,False,False,gemini,15.0
22,f,fit,61.0,artistic / musical / writer,False,True,pisces,20.0
23,m,fit,70.0,other,False,True,aquarius,20.0
36,f,athletic,70.0,not specified,False,False,cancer,35.0
19,f,overweight,63.0,student,False,False,aquarius,15.0
30,m,athletic,71.0,construction / craftsmanship,False,True,gemini,30.0
43,f,curvy,62.0,artistic / musical / writer,False,False,pisces,40.0
19,m,athletic,70.0,not specified,True,False,aries,15.0
36,m,athletic,69.0,sales / marketing / biz dev,False,False,gemini,35.0
32,m,athletic,68.0,executive / management,False,False,unknown,30.0
32,m,athletic,71.0,sales / marketing / biz dev,False,True,unknown,30.0
33,f,skinny,61.0,science / tech / engineering,False,False,aries,30.0
27,f,skinny,69.0,education / academia,True,True,cancer,25.0
30,f,fit,68.0,banking / financial / real estate,True,True,aries,30.0
26,m,average,71.0,computer / hardware / software,True,False,libra,25.0
34,m,athletic,71.0,sales / marketing / biz dev,True,True,scorpio,30.0
23,m,rather not say,72.0,sales / marketing / biz dev,False,True,virgo,20.0
38,m,athletic,69.0,banking / financial / real estate,False,False,libra,35.0
57,f,skinny,66.0,medicine / health,True,True,capricorn,55.0
31,m,fit,70.0,artistic / musical / writer,True,False,pisces,30.0
41,m,thin,70.0,computer / hardware / software,False,True,scorpio,40.0
30,m,fit,73.0,computer / hardware / software,True,True,gemini,30.0
27,m,skinny,73.0,law / legal services,False,True,cancer,25.0
33,m,rather not say,69.0,entertainment / media,True,False,taurus,30.0
33,m,athletic,67.0,executive / management,False,True,capricorn,30.0
38,f,rather not say,69.0,hospitality / travel,True,True,gemini,35.0
45,f,fit,68.0,other,False,False,taurus,45.0
36,m,fit,67.0,student,False,True,sagittarius,35.0
32,m,fit,70.0,student,False,True,scorpio,30.0
28,m,average,70.0,science / tech / engineering,True,False,sagittarius,25.0
34,f,fit,62.0,other,True,False,pisces,30.0
30,f,fit,64.0,executive / management,True,False,unknown,30.0
34,m,average,69.0,executive / management,False,True,taurus,30.0
61,m,average,68.0,other,True,False,taurus,60.0
31,m,average,68.0,not specified,True,True,virgo,30.0
21,m,athletic,70.0,artistic / musical / writer,False,True,unknown,20.0
38,f,fit,68.0,rather not say,True,False,cancer,35.0
24,m,rather not say,67.0,sales / marketing / biz dev,True,True,capricorn,20.0
31,f,curvy,63.0,education / academia,False,False,unknown,30.0
34,f,curvy,66.0,other,False,False,pisces,30.0
33,f,average,70.0,computer / hardware / software,False,False,pisces,30.0
27,m,athletic,72.0,not specified,True,False,scorpio,25.0
31,m,rather not say,70.0,medicine / health,False,True,sagittarius,30.0
45,m,average,75.0,computer / hardware / software,True,False,sagittarius,45.0
33,m,jacked,71.0,artistic / musical / writer,True,True,unknown,30.0
27,f,fit,63.0,education / academia,True,False,taurus,25.0
41,m,athletic,71.0,science / tech / engineering,False,True,gemini,40.0
29,m,athletic,72.0,other,False,False,capricorn,25.0
25,m,thin,76.0,sales / marketing / biz dev,True,True,virgo,25.0
47,m,fit,68.0,education / academia,True,False,leo,45.0
30,m,athletic,70.0,banking / financial / real estate,True,True,pisces,30.0
21,m,a little extra,73.0,transportation,False,False,leo,20.0
29,m,fit,70.0,science / tech / engineering,False,True,libra,25.0
32,m,average,68.0,hospitality / travel,False,True,pisces,30.0
33,m,rather not say,67.0,not specified,True,False,unknown,30.0
42,m,average,69.0,other,False,True,unknown,40.0
23,m,thin,72.0,student,False,False,libra,20.0
23,m,average,74.0,not specified,False,False,unknown,20.0
43,f,full figured,64.0,artistic / musical / writer,False,False,scorpio,40.0
23,f,rather not say,63.0,not specified,False,True,sagittarius,20.0
28,m,average,67.0,unemployed,True,True,aries,25.0
38,f,curvy,67.0,other,True,True,gemini,35.0
26,f,a little extra,72.0,other,False,True,libra,25.0
39,m,thin,74.0,artistic / musical / writer,True,True,aries,35.0
28,m,athletic,72.0,sales / marketing / biz dev,True,False,cancer,25.0
20,f,a little extra,65.0,not specified,False,False,libra,20.0
46,f,fit,62.0,not specified,True,True,aquarius,45.0
28,m,average,69.0,construction / craftsmanship,True,True,cancer,25.0
29,m,athletic,73.0,hospitality / travel,False,True,gemini,25.0
30,m,athletic,70.0,other,False,False,gemini,30.0
36,m,a little extra,67.0,other,False,True,sagittarius,35.0
34,m,overweight,69.0,not specified,False,False,unknown,30.0
39,m,average,72.0,other,False,True,unknown,35.0
33,m,athletic,74.0,not specified,False,False,taurus,30.0
22,m,fit,67.0,entertainment / media,True,False,scorpio,20.0
39,m,average,72.0,science / tech / engineering,True,True,virgo,35.0
40,m,fit,70.0,executive / management,False,True,leo,40.0
34,f,curvy,64.0,education / academia,True,False,unknown,30.0
26,m,average,74.0,sales / marketing / biz dev,False,True,scorpio,25.0
30,m,average,73.0,hospitality / travel,True,False,unknown,30.0
38,f,fit,65.0,executive / management,True,False,cancer,35.0
38,m,rather not say,70.0,entertainment / media,True,True,taurus,35.0
25,f,skinny,64.0,student,True,True,scorpio,25.0
36,m,athletic,62.0,other,False,True,pisces,35.0
24,f,fit,64.0,student,False,False,sagittarius,20.0
35,m,fit,67.0,artistic / musical / writer,True,False,taurus,35.0
27,m,athletic,74.0,rather not say,False,True,aries,25.0
32,f,fit,67.0,not specified,True,False,unknown,30.0
40,m,average,68.0,not specified,False,False,aquarius,40.0
33,f,thin,64.0,education / academia,True,True,capricorn,30.0
33,m,fit,73.0,medicine / health,False,True,cancer,30.0
32,m,average,66.0,student,False,True,scorpio,30.0
34,m,average,72.0,science / tech / engineering,True,False,virgo,30.0
24,m,fit,69.0,executive / management,True,True,gemini,20.0
25,f,thin,62.0,not specified,False,False,pisces,25.0
31,m,average,69.0,transportation,False,False,libra,30.0
35,m,fit,75.0,entertainment / media,True,True,unknown,35.0
22,m,athletic,68.0,entertainment / media,True,False,scorpio,20.0
